location,latitude,longitude
WHITEFILED,,
SUBBANNAIAH PALYA,12.918879,77.605562
N R LAYOUT,13.011691,77.546854
RICHARDS TOWN,13.004216,77.6158048
MANORAYANA PALYA,13.0289327,77.6016421
MADANAYAKAHALLI,13.0587,77.46207
MAHALAKSHMI PURAM,13.011885,77.544139
JALADARSINI LAYOUT,13.011885,77.544139
ATTUR LAYOUT,13.011885,77.544139
BROOKE BOND FIRST CROSS,12.5084178,75.057837
GLASS FACTORY LAYOUT,12.834485,77.692316
MILK COLONY,12.9309732,77.5901342
BASNASHANKARI,12.869425,77.519441
NEAR ULLAS THEATER,13.01989695,77.5515246
CHIKKAKANNALLI,12.5084178,75.057837
YESHWANTHPUR INDUSTRIAL SUBURB,13.037116,77.528055
NANDI HILLS,12.96557,77.60625
SAPTAGIRI LAYOUT,12.9223993,77.6775154207769
DODDABANAHALLI,13.0238561,77.7469162
 ELECTRONIC CITY,12.849495,77.664225
VIJAYABANK BANK LAYOUT,26.465592,76.729563
D GROUP EMPLOYEES LAYOUT,12.9782346,77.4986637
HOSAHALLI EXTENSION,12.96557,77.60625
1CHANNASANDRA,12.96557,77.60625
KEMPEGOWDA NAGAR,13.0025275,77.5259603
VADERAHALLI,13.0993798,77.4448549
4TH PHASE JP NAGAR,12.918551,77.585631
K R C KOTHANUR,13.063261,77.648877
2ND BLOCK JAYANAGAR,12.92694915,77.57774253704429
SINGANAYAKANAHALLI,13.1478791,77.5697617
UDAYA NAGAR,12.9963615,77.6724503
 WHITEFIELD,12.99714,77.69691
VAISHNAVI LAYOUT,12.874017,77.564162
HOUSING BOARD LAYOUT VIJAY NAGAR,12.96557,77.60625
THOMAS TOWN,13.0169104,77.6328218
MANGANAHALLI,12.9526755,77.4841408
INDRA NAGAR,12.912895,77.520595
ILYAS NAGAR,12.887209,77.680655
3RD PHASE JP NAGAR,12.91301615,77.58973722511026
KANAKAPURA MAIN ROAD,12.9386765,77.5752987
RELIAABLE TRANQUIL LAYOUT,12.924792,77.667798
MAILASANDRA,12.915939,77.4932278
BASVASAMITHI LAYOUT VIDYARANYAPURA,13.07192,77.561003
8TH BLOCK JAYANAGAR,12.9165004,77.5922463
ATMANANDA COLONY,13.010655,77.615192
BABA NAGAR,12.9725435,77.6383624
BADRAPPA LAYOUT,13.011885,77.544139
LAL BAHADUR SHASTRI NAGAR,12.9678103,77.6715478
PUTTAPPA LAYOUT,12.9709603,77.6527383
ANANTHANAGAR PHASE 1,12.849495,77.664225
BETHEL NAGAR,12.887209,77.680655
TC.PALYA,13.0239904,77.70067046468861
DOLLAR SCHEME COLONY,17.500586,78.39446
OMARBAGH LAYOUT,13.011885,77.544139
ANJANANAGER MAGDI ROAD,,
KODIPALYA,12.9004224,77.4871294
AISHWARYA CRYSTAL LAYOUT,,
DUO LAYOUT,12.922005,77.648683
SRINIVAS COLONY,12.907339,77.583066
MOODALAPALYA,12.9706816,77.5248635
GOKAULA EXTENSION,12.96557,77.60625
SUBASH NAGAR,12.99063725,77.54423798682119
RTO ULLALU,12.955658,77.480091
CARMELARAM,12.908942,77.705912
HENNUR BANDE,12.96557,77.60625
RAVINDRA NAGAR,12.887209,77.680655
1ST BLOCK BEL LAYOUT,9.292664,76.519853
PRAKRUTHI TOWNSHIP,13.0308767,77.6521533
BENNIGANA HALLI,12.93346,77.546301
SEETHAPPA LAYOUT,13.011885,77.544139
LANGFORD GARDENS,12.9631709,77.598018
MARASANDRA,13.222895,77.549642
KALKERE CHANNASANDRA,13.013077,77.66302
SHAKTHI NAGAR,12.9115009,77.5274468
ULLAL UPPANAGAR,12.951467,77.49236
 SOUTH,12.996579,77.604555
RAINBOW DRIVE,12.90617785,77.68686428133935
3RD BLOCK KORAMANGALA,12.930142,77.623173
JAKKASANDRA EXTENSION,12.96557,77.60625
GANESHA BLOCK,13.02534165,77.60195559210791
MALUR HOSUR ROAD,12.9300613,77.9077247
LAKSHMIPURA VIDYAANYAPURA,12.978142,77.632072
HEGGANAHALLI,13.0039631,77.5047178
RAJANNA LAYOUT,12.922005,77.648683
NAGARBHAVI  BDA COMPLEX,12.9793561,77.5105425
GIDADA KONNENAHALLI,,
RAHAT BAGH,12.9698296,77.74726321113428
ESCORTS COLONY,13.102443,77.58607
ASHA TOWNSHIP,13.126725,77.667383
1A BLOCK KORAMANGALA,12.9417812,77.6160146
NEAR INTERNATIONAL AIRPORT,13.210681,77.67623
NTI LAYOUT,13.011885,77.544139
FRASER TOWN,12.988734,77.618013
DASAPPA LAYOUT,12.960138,77.595942
SONAM LAYOUT,13.011885,77.544139
CR LAYOUT,13.0113153,77.5446972
BTM 4TH STAGE,12.916961,77.6089475
AREKEMPANAHALLI,12.9446007,77.594691
CHAMUNDI NAGAR,12.92209655,77.50186509963766
MRCR LAYOUT,13.011885,77.544139
SHETTIHALLI,13.31463,77.121296
GANGONDANAHALLI,13.0217216,77.4677251
ULLAL ROAD,12.9514665,77.4923596
HULLAHALLI,12.121218,76.670519
JAGAJYOTHI LAYOUT,13.011885,77.544139
LAKKASANDRA EXTENSION,12.96557,77.60625
KRISHNA REDDY LAYOUT,13.0230548,77.6472679
KUVEMPU LAYOUT,12.916363,77.616558
CHICKPET,12.9680027,77.578642
T G EXTENSION,12.96557,77.60625
2ND BLOCK KORAMANGALA,13.083292,80.168116
DEVI NAGAR,13.0137594,77.52597546543349
GKW LAYOUT,13.011885,77.544139
GANDHI NAGAR,11.943504,79.79941
JNANA GANGA NAGAR,13.034327,77.584718
RR NAGAR,12.932582,77.5162034
HAROHALLI,13.42146,77.37229
STAGE-4 BOMMANAHALLI,12.920323,77.550713
VENKATESHPURAM,12.96557,77.60625
MULLUR,10.542892,76.138311
J.P.NAGAR 6TH PHASE.SARAKKI NAGAR,12.906363,77.577628
DODDABELE,12.88883,77.477523
SADAHALLI,13.206189,77.645855
SATHYA LAYOUT,13.0215807,77.7128053
5 BEDROOM FARM HOUSE IN LAKSHMIPURA,17.486929,78.480497
SHANTI NAGAR,12.9575547,77.5979099
2ND STAGE AREKERE MICO LAYOUT,12.8894455,77.5938362
JAYAMAHAL,12.9988116,77.5975789
VEER SANDRA,13.06726,77.50893
CHENNAPPA LAYOUT,13.011885,77.544139
SADANAND NAGAR,12.887209,77.680655
WHIETFIELD,,
BTM LAYOUT 1STAGE 9TH MAIN,,
LAVAKUSHA NAGAR,12.887209,77.680655
VITTAL MALLYA ROAD,12.971275,77.597887
DENA BANK COLONY,12.973822,77.6092447
KADABAGERE,12.9889098,77.4492453
1ST BLOCK HBR LAYOUT,9.292664,76.519853
HIGH GROUNDS,13.000365,77.624201
KOTHNOOR DINNE,12.865535,77.581515
GUDDADAHALLI,12.95607,77.546516
VASANTHPURA,12.9123139,77.5491538511544
KASTHURI NAGAR EAST OF NGEF,13.121372,80.26581
CHIKKA GOWDANAPALYA.,13.084355,77.654209
TR MILL ROAD,10.093642,76.444422
NIRMAN LAYOUT,13.011885,77.544139
CHOKKAHALLI,13.4228,78.03838
TELECOM LAYOUT,12.965528,77.5467051
VIKRAM NAGAR,23.161783,75.8179959
VIRUPAKSHAPURA,13.0636398,77.5719271
MUTHYALA NAGAR,13.0436945,77.5532171
NRUPATHUNGA NAGAR,12.8829972,77.5837803
COCONUT GROVE LAYOUT,13.064813,77.747523
AMRITA NAGAR,12.912895,77.520595
RR LAYOUT,13.030984,77.560217
BILLAPURA,12.8370233,77.7856386
KHB COLONY EXTENSION,12.96557,77.60625
ANJANA NAGAR,12.887209,77.680655
SUBRAMANYA NAGAR,13.359979,77.541146
JANATHA COLONY,12.928354,77.545976
VEERSANDRA,,
HARSHA LAYOUT,12.951707,77.576973
TIGALARPALYA,13.45264,77.26729
2ND BLOCK BEL LAYOUT,13.083292,80.168116
SARJAPURA MAIN ROAD,12.861195,77.784936
ANEKAL - HOSUR ROAD,12.787573,77.703544
RAMAMURTHY NAGAR EXTENSION,12.96557,77.60625
MANONARAYANAPALYA,,
M V EXTENSTION,12.939776,80.196506
KAMDHENU NAGAR,12.887209,77.680655
GANGANAHALLI,13.32815,78.17667
NARAYANAPPA GARDEN,12.9657494,77.7506234
REST HOUSE ROAD,19.172998,77.294624
EX-SERVICEMEN COLONY DINNUR MAIN ROAD R.T.NAGAR,17.513901,78.497884
VIJAY NAGAR,12.96557,77.60625
CMH ROAD,12.946662,77.53009
ANKAPPA LAYOUT,13.011885,77.544139
NEELASANDRA,12.9521793,77.6140918
YEDIYUR,12.930998,77.57591
UPADHYAYA LAYOUT,13.011885,77.544139
BSK 6TH STAGE 2AD BLOCK NEAR SRI CONVERSATION HALL,,
ANNAPOORNESHWARI LAYOUT,17.502946,78.350402
MUDALPALAYA,,
ELACHENAHALLI,,
B K NAGAR,10.770069,79.745574
VIVEK NAGAR,12.9529247,77.6231374
 BASAVANGUDI,12.9422105,77.5741507
KG HALLI,12.93346,77.546301
CUBBON ROAD,12.980979,77.597576
VEERABHADRA NAGAR,12.941184,77.5355822
VIDHYANAGAR CROSS,14.436308,75.918856
6TH BLOCK JAYANAGAR,12.92613325,77.57848796011083
PUNAPPA LAYOUT,13.011885,77.544139
PAMPA EXTENSION,12.96557,77.60625
 SECTOR 1 HSR LAYOUT,12.91607945,77.65244847531034
BASAVESWARNAGAR,,
JAYMAHAL ROAD,12.946662,77.53009
NAGARBHAVI GARDEN VILLAS LAYOUT,9.927902,76.70419
AGRAHARA DASARAHALLI,12.9790631,77.5406823
T R MILL ROAD,12.96557,77.60625
INDIRA NAGAR STAGE 2,12.9962979,77.5452778
HOMMADEVANAHALLI,,
BTM LAYOUT 2ND STAGE 1ST PHASE,12.9163631,77.6165577
T C PALYA MAIN ROAD,12.945526,77.495774
1 IMMADIHALLI,12.9667179,77.7630455
NAVODAYA NAGAR,12.8823286,77.5828765
GUNI AGRAHARA,12.969086,77.554651
SHANKARAPURAM,12.9538729,77.570101
SHETTY HALLI,13.010717,77.575558
AGB LAYOUT,13.067136,77.5011743
BILAL NAGAR,12.887209,77.680655
KRISHNA NAGAR,11.033123,77.153297
SURYANAGAR,17.394606,78.561359
DUVASAPALYA,12.5084178,75.057837
BCMC LAYOUT,13.011885,77.544139
KENGERI SATELLITE TOWN STAGE II,12.9159785,77.48243125
CHURCH STREET,12.9750521,77.6046959
UDAY NAGAR,26.133032,91.759873
CHAITANYA ANANYA,13.023732,77.594146
NAGASHETTY HALLI,12.96557,77.60625
BYRASANDRA EXTENSION,12.96557,77.60625
SRI SAI LAYOUT,12.787708,77.741822
DEVARA JEEVANAHALLI,12.994212,77.628808
SK GARDEN,12.9767936,77.590082
PNS LAYOUT,13.011885,77.544139
ELECTRONIC CITY PHASE 1,12.844984,77.665312
 BANASWADI,13.0141618,77.6518539
NAIDU LAYOUT,12.9126281,77.6346868
SUGAMA LAYOUT,12.922005,77.648683
BEHIND DON BOSCO CHURCH,19.230532,72.84126
ANUGRAH LAYOUT,13.011885,77.544139
BANDEPALYA,12.8959966,77.6417749
POORNAPRAJNA LAYOUT,13.075664,77.651634
ANNAPURNESHWARI NAGAR,12.9741713,77.5880263
SOMANNA GARDEN,12.965872,77.640829
RPC LAYOUT,12.9689605,77.545613
HSR LAYOUT 7TH SECTOR,12.913221,77.652136
BETTADASANAPURA,12.850839,77.653218
GULIMANGALA,,
ADDISCHETAN LAYOUT,13.011885,77.544139
KONENA AGRAHARA,12.9586061,77.6623373
RAGHAVENDRA LAYOUT,12.9115707,77.5493949
VARSOVA LAYOUT,13.011885,77.544139
BHATTARAHALLI,13.0258004,77.714279
BANDE NALLASANDRA,13.036693,77.640524
HAL LAYOUT,12.922005,77.648683
VIDYA NAGAR,19.6717381,78.5331393
SHINGAPURA,14.7737555,75.2632162
SHANTHINAGAR,12.9555605,77.5978653
JAY AN AGAR 4 T BLOCK,28.419027,77.043643
SATYASAIBABA LAYOUT,13.011885,77.544139
QUEENS ROAD,26.89862,75.758612
KOPPA,12.873313,77.624932
JAGADISH NAGAR,12.9682545,77.6648221
3RD PHASE ITI LAYOUT,12.96557,77.60625
ANANTHAPURA,12.916492,77.589269
PHASE 1 KAMMASANDRA,12.894729,77.577037
DEEPANJALI NAGAR,12.887209,77.680655
SARJAPUR BAGALUR ROAD,12.860165,77.792172
B Y RAVESHWARA NAGAR,15.153864,76.929249
KEB COLONY,13.311498,77.541758
HOSUR RMAIN ROAD,12.741107,77.819765
KONAPPANA AGRAHARA,12.8528618,77.668169
RAJASREE LAYOUT,13.011885,77.544139
VINAYAKA LAYOUT,12.9675066,77.5301934
THIRUMALASHETTYHALLY,,
BHARATHNAGAR,12.5084178,75.057837
5TH BLOCK JAYANAGAR,12.9214451,77.5849043
ASTHAGRAMA LAYOUT,13.011885,77.544139
RAJARAJESHEARI NAGAR,12.887209,77.680655
MILLERS ROAD,13.083774,80.250025
2ND BLOCK HBR LAYOUT,13.0346167,77.6288883
MADAVARA,13.0567308,77.4731198
DWARAKA NAGAR,12.9338561,77.5391101
GAREBHAVIPALYA,,
NEELAMANGALA,,
BANASHANKARI 6TH STAGE,12.901464,77.5096707
BRINDAVAN LAYOUT,12.9076694,77.54853979777603
CHAMBENAHALLI,12.879204,77.761465
COOKETOWN,,
KATHRIGUPPE IV PHASE,19.223259,72.964166
RAMCHANDRAPURAM,16.89523,78.03402
1HOYSALANAGAR,12.96557,77.60625
PC PALAYA,12.9318708,77.60766882286794
SOPPAHALLI,13.494601,77.7736559
AAVALAHALLI,,
JAYANTI NAGAR,12.887209,77.680655
VIRUDHU NAGAR,12.887209,77.680655
KAMANAHALLI MAIN ROAD,13.052193,77.684273
7TH BLOCK KORAMANGALA,12.9251364,77.6348354
PRAKASH NAGAR,18.4068801,76.5502842
BHARAT NAGAR,12.9781814,77.5696607
RAMANASHREE ENCLAVE,12.972338,77.615037
CHIKKU LAKSHMAIAH LAYOUT,12.5084178,75.057837
GNANA BHARATHI,12.9405562,77.50213561154962
PILLAHALLI,14.2347,76.96163
ASHOK NAGAR,12.9694359,77.6092319
GOLLARAHATTI,12.9879822,77.4741074
VENKATESWARA NAGAR,12.98124245,77.63573801908299
CHIKKAGUBBI,13.0806067,77.6662218
BANASHANKARI 2 ND STAGE,12.9152208,77.573598
KAMMAGONDAHALLI,,
NANJAPPA LAYOUT VIDYARANYAPURA,13.07192,77.561003
RAMMANA LAYOUT,13.011885,77.544139
RAJAPURA,12.96557,77.60625
RAJA RAJESHWARI NAGARA,12.906576,77.557254
GOVINDAPURA,13.03216,77.621823
THIRUPALYA,12.817287,77.669554
OFF BANNERGATTA ROAD,12.882281,77.595795
HOSKOTE NEAR,13.077021,77.801123
ADUGODI,12.9428472,77.6104155
RK COLONY,12.91494,77.557023
2 BEDROOM FURNISHED FARM HOUSE IN KOLAR ROAD,,
KG HALLI JALHALLI WEST,,
VASATHA VALLBHA NAGAR,,
BAGUR ROAD,12.946662,77.53009
BALEPET,12.9731178,77.5759323
ANNASANDRAPALYA,,
RMC YARD,13.0244241,77.5481692
PANATHUR ROAD,12.93773,77.701543
SHANTHI PURA,12.923152,77.589394
VIVIANI ROAD,12.946662,77.53009
SAMPANGIRAMA NAGAR,12.9664555,77.5922609
DOCTOR LAYOUT RAYASANDRA,12.890691,77.579965
ANWAR LAYOUT,13.011885,77.544139
PILLANNA GARDENS,13.0118615,77.6185337
AECS LAYOUT A-BLOCK SINGASANDRA,12.8843419,77.6494922
BANASHANKARI STAGE I,12.920323,77.550713
4TH BLOCK HBR LAYOUT,13.0346167,77.6288883
MICHAEL PALAYA,12.931849,77.607621
RBI LAYOUT,12.8884396,77.580509
AKASH NAGAR,12.96557,77.60625
SHAUHARDHA LAYOUT,12.94516,77.486347
BHOOPSANDRA,13.04261,77.58107
ANATHANAGAR,,
VINAYAKANAGAR,12.9645584,77.7541058
JARAGANAHALLI JP NAGAR POST,12.900459,77.585171
ADIGONDANHALLI,12.81464,77.75065
KANAKAPURA  ROD,12.782773,77.499809
RICHMOND ROAD,12.9668257,77.6096372
POSTAL COLONY,13.0351918,77.5771223
MEI LAYOUT,13.062572,77.501255
JEEVANHALLI,,
GUBBI CROSS,13.126725,77.667383
SABARI NAGAR,12.9846121,77.6123858
ASHRAYA LAYOUT,13.0163604,77.531995
ARISHINAKUNTE,13.0795115,77.4245821
INFANTRY ROAD,12.916138,79.129395
WHITEFIELD ECC ROAD,12.968197,77.749567
MARUTHI NAGAR KOGILU,11.305499,77.730988
AYAPPA NAGAR,13.0321385,77.5589552
BILLAMARANAHALLI,13.1503834,77.6374474
PRASANTI NAGAR,12.887209,77.680655
BANASAWADI,13.020508,77.650968
SUNKAN PALYA,12.918879,77.605562
GAYATHRI NAGAR,13.0006281,77.5605652
OLD MANGAMMANAPALYA ROAD,13.053359,77.761861
1KASAVANHALLI,12.96557,77.60625
HAL OLD AIRPORT ROAD,12.958297,77.66635
ARUDI,13.48395,77.404964
ANANTAPURAM,14.68512145,77.6001483693399
JAVARANDODDI,,
VIJAYPURA,24.28538,76.34409
BAPUJI NAGAR,12.9556699,77.5402492
AMAM ENCLAVE LAYOUT,13.011691,77.546854
ALLALASANDRA,13.079715,77.587653
RAMANAGARA CHANNAPATNA,12.72031,77.28176
MAHESWARI NAGAR,12.887209,77.680655
HSR LAYOUT SECTOR3,12.916357,77.634936
THYAGRAJ NAGAR,12.887209,77.680655
BANAGIRINAGAR,,
MEDARALLI,,
VERSOVA LAYOUT,12.9838226,77.6698494
CHIKKAJALA,13.17419,77.634956
UDAYAGIRI,12.96557,77.60625
PAVITRA PARADISE,12.9287733,77.58578
KADUBISNAHALLI,,
RAHMATH NAGAR,12.887209,77.680655
CHIKKANAHALLI,13.184009,77.688967
HALANAYAKANAHALLI,12.9014441,77.6882695
PARK VIEW LAYOUT,12.913925,77.64022
XAVIER LAYOUT,12.922005,77.648683
AIR VIEW COLONY,12.9547408,77.6612636
AKSHAYA NAGAR T C PALYA,12.912895,77.520595
MVJ ENGINEERING COLLEGE,12.942499,77.504376
RAJA RAJASHWERI NAGAR,11.939866,79.791047
BASAVESHWARNAGAR,,
BANASHANKARI 3RD STAGE,12.920323,77.550713
ANNAIAH REDDY LAYOUT,12.9796971,77.6241135
MANYATA,13.0546437,77.62273981692556
LIC COLONY,12.9690711,77.6542086
MALLAPPA LAYOUT,12.981066,77.601564
3RD STAGE RAJA RAJESHWARI NAGAR,13.02928,77.574165
DOMINIC LAYOUT,13.011885,77.544139
KAMAKIYA,,
WHEELERS ROAD,12.985591,77.55998
MM LAYOUT,12.922005,77.648683
DEVARABEESANA HALLI,12.93346,77.546301
SADHGURU LAYOUT,12.910388,77.624948
CHIKBASAVANAPURA,,
CHUCHANGATTA COLONY,13.010655,77.615192
HANUMAN NAGAR,13.0328638,77.671933
KENGERI SATELLITE TOWN KHB APARTMENT,,
SUBHASH NAGAR,26.938847,75.797515
JOGUPALYA,12.970649,77.631106
DODDANAKUNTE,,
DUDDANAHALLI,13.2737774,77.6030366
GULAKAMALE,,
JAKKASANDRA,12.9243496,77.637603
CHELLIKERE,,
ZUZUVADI,12.7695338,77.7885075
KANAKAPURA MAIN  ROAD,12.9386765,77.5752987
MASJID E ALKAREEM,12.963134,77.54974
SINDHI COLONY,12.9954982,77.616304
KANAKAPUR MAIN ROAD,13.052193,77.684273
PRASANNA LAYOUT HEROHALLI,,
SARVOBHOGAM NAGAR,12.887209,77.680655
PATTEGARHPALYA,,
TILAK NAGAR,12.9275876,77.5947124
12TH CROSS SRINIVAS NAGAR BANSHANKARI 3RD STAGE,17.496112,78.458226
HAVANUR EXTENSION,12.96557,77.60625
ABSHOT LAYOUT,12.9930728,77.5866428
